Date,Type,Reg,From,To,App,SELDay,SELNight,MELDay,MELNight,TWDay,TWNight,ASEL,AMEL,TAA,HighPerf,CPlex,TWheel,Turbine,Night,ActInst,SimInst,FlightSim,XC,XC50NM,CFI,Dual,PIC,SIC,Total,TotaltoDate,Total:,2812.5,113,1000,1263.3,1466.4,
6/17/23,E170-200LR,N138HQ,KLGA,KORF,,,,,,,,,1.3,,,,,1.3,,,,,1.3,1.3,,,,1.3,1.3,2031.1,,,,,,,
6/18/23,E170-200LR,N114HQ,KORF,KJFK,,,,1,,,,,1.4,,,,,1.4,,,,,1.4,1.4,,,,1.4,1.4,2032.5,,,,,,,
6/18/23,E170-200LR,N746YX,KJFK,KBOS,,,,,,,,,1.4,,,,,1.4,,,,,1.4,1.4,,,,1.4,1.4,2033.9,,,,,,,
6/18/23,E170-200LR,N427YX,KBOS,KIND,,,,1,,,,,2.7,,,,,2.7,,,,,2.7,2.7,,,,2.7,2.7,2036.6,,,,,,,
6/23/23,E170-200LR,N209JQ,KIND,KLGA,,,,,,,,,2,,,,,2,,,,,2,2,,,,2,2,2038.6,,,,,,,
6/23/23,E170-200LR,N229JQ,KLGA,KMEM,,,,1,,,,,3.2,,,,,3.2,,,,,3.2,3.2,,,,3.2,3.2,2041.8,,,,,,,
6/23/23,E170-200LR,N229JQ,KMEM,KLGA,,,,1,,,,,2.8,,,,,2.8,2,,,,2.8,2.8,,,,2.8,2.8,2044.6,,,,,,,
6/24/23,E170-200LR,N239JQ,KLGA,KDCA,,,,,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2046.1,,,,,,,
6/24/23,E170-200LR,N239JQ,KDCA,KBOS,,,,,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2047.6,,,,,,,
6/24/23,E170-200LR,N239JQ,KBOS,KCLE,,,,,,,,,1.9,,,,,1.9,,,,,1.9,1.9,,,,1.9,1.9,2049.5,,,,,,,
6/25/23,E170-200LR,N239JQ,KCLE,KBOS,,,,1,,,,,1.7,,,,,1.7,,,,,1.7,1.7,,,,1.7,1.7,2051.2,,,,,,,
6/25/23,E170-200LR,N205JQ,KBOS,KRIC,,,,,,,,,1.6,,,,,1.6,,,,,1.6,1.6,,,,1.6,1.6,2052.8,,,,,,,
6/26/23,E170-200LR,N204JQ,KRIC,KLGA,,,,1,,,,,1.3,,,,,1.3,,,,,1.3,1.3,,,,1.3,1.3,2054.1,,,,,,,
6/26/23,E170-200LR,N204JQ,KLGA,KIND,,,,,,,,,2,,,,,2,,,,,2,2,,,,2,2,2056.1,,,,,,,
6/29/23,E170-200LR,N240JQ,KIND,KBOS,,,,,,,,,2.3,,,,,2.3,,,,,2.3,2.3,,,,2.3,2.3,2058.4,,,,,,,
6/29/23,E170-200LR,N240JQ,KBOS,KLGA,,,,1,,,,,1.2,,,,,1.2,,,,,1.2,1.2,,,,1.2,1.2,2059.6,,,,,,,
6/29/23,E170-200LR,N824MD,KLGA,KMSN,,,,,,,,,2.6,,,,,2.6,1,,,,2.6,2.6,,,,2.6,2.6,2062.2,,,,,,,
6/30/23,E170-200LR,N213JQ,KMSN,KDCA,,,,1,,,,,2.1,,,,,2.1,,,,,2.1,2.1,,,,2.1,2.1,2064.3,,,,,,,
6/30/23,E170-200LR,N213JQ,KDCA,KLEX,,,,,,,,,1.7,,,,,1.7,1.7,,,,1.7,1.7,,,,1.7,1.7,2066.0,,,,,,,
7/2/23,E170-200LR,N213JQ,KLEX,KDCA,,,,1,,,,,1.7,,,,,1.7,,,,,1.7,1.7,,,,1.7,1.7,2067.7,,,,,,,
7/2/23,E170-200LR,N213JQ,KDCA,KLGA,,,,,,,,,1.1,,,,,1.1,,,,,1.1,1.1,,,,1.1,1.1,2068.8,,,,,,,
7/3/23,E170-200LR,N861RW,KIND,KIAD,,,,,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2070.3,,,,,,,
7/3/23,E170-200LR,N760YX,KIAD,KEWR,,,,1,,,,,2,,,,,2,,,,,2,2,,,,2,2,2072.3,,,,,,,
7/3/23,E170-200LR,N760YX,KEWR,CYUL,,,,,,,,,1.8,,,,,1.8,0.8,,,,1.8,1.8,,,,1.8,1.8,2074.1,,,,,,,
7/5/23,E170-200LR,N638RW,CYUL,KEWR,,,,,,,,,1.6,,,,,1.6,,,,,1.6,1.6,,,,1.6,1.6,2075.7,,,,,,,
7/5/23,E170-200LR,N867RW,KLGA,KIND,,,,,,,,,2,,,,,2,,,,,2,2,,,,2,2,2077.7,,,,,,,
7/8/23,E170-200LR,N757YX,KIND,KEWR,,,,1,,,,,1.8,,,,,1.8,,,,,1.8,1.8,,,,1.8,1.8,2079.5,,,,,,,
7/8/23,E170-200LR,N751YX,KEWR,CYUL,,,,,,,,,1.3,,,,,1.3,0.2,,,,1.3,1.3,,,,1.3,1.3,2080.8,,,,,,,
7/10/23,E170-200LR,N855RW,CYUL,KEWR,,,,,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2082.3,,,,,,,
7/11/23,E170-200LR,N858RW,KIND,KEWR,,,,,,,,,1.9,,,,,1.9,,,,,1.9,1.9,,,,1.9,1.9,2084.2,,,,,,,
7/11/23,E170-200LR,N725YX,KEWR,KPVD,,,,1,,,,,1,,,,,1,,,,,1,1,,,,1,1,2085.2,,,,,,,
7/11/23,E170-200LR,N725YX,KPVD,KEWR,,,,,,,,,1.6,,,,,1.6,,,,,1.6,1.6,,,,1.6,1.6,2086.8,,,,,,,
7/11/23,E170-200LR,N725YX,KEWR,CYYZ,,,,1,,,,,1.8,,,,,1.8,,,,,1.8,1.8,,,,1.8,1.8,2088.6,,,,,,,
7/12/23,E170-200LR,N654RW,CYYZ,KEWR,,,,,,,,,1.7,,,,,1.7,,,,,1.7,1.7,,,,1.7,1.7,2090.3,,,,,,,
7/12/23,E170-200LR,N646RW,KEWR,KSAV,,,,1,,,,,2.7,,,,,2.7,1.1,,,,2.7,2.7,,,,2.7,2.7,2093.0,,,,,,,
7/13/23,E170-200LR,N650RW,KSAV,KIAD,,,,,,,,,1.7,,,,,1.7,,,,,1.7,1.7,,,,1.7,1.7,2094.7,,,,,,,
7/13/23,E170-200LR,N650RW,KIAD,KIND,,,,1,,,,,1.8,,,,,1.8,,,,,1.8,1.8,,,,1.8,1.8,2096.5,,,,,,,
7/19/23,E170-200LR,N725YX,KCMH,KEWR,,,,,,,,,1.8,,,,,1.8,,,,,1.8,1.8,,,,1.8,1.8,2098.3,,,,,,,
7/19/23,E170-200LR,N725YX,KEWR,KMDT,1,,,1,,,,,1.2,,,,,1.2,1.2,0.5,,,1.2,1.2,,,,1.2,1.2,2099.5,,,,,,,
7/20/23,E170-200LR,N740YX,KMDT,KORD,,,,,,,,,2.5,,,,,2.5,,,,,2.5,2.5,,,,2.5,2.5,2102.0,,,,,,,
7/20/23,E170-200LR,N858RW,KORD,KLEX,,,,1,,,,,1.3,,,,,1.3,1,0.1,,,1.3,1.3,,,,1.3,1.3,2103.3,,,,,,,
7/21/23,E170-200LR,N642RW,KLEX,KORD,,,,,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2104.8,,,,,,,
7/21/23,E170-200LR,N753YX,KORD,KSDF,,,,,,,,,1.2,,,,,1.2,0.5,,,,1.2,1.2,,,,1.2,1.2,2106.0,,,,,,,
7/23/23,E170-200LR,N861RW,KIND,KEWR,,,,,,,,,1.9,,,,,1.9,,,,,1.9,1.9,,,,1.9,1.9,2107.9,,,,,,,
7/23/23,E170-200LR,N724YX,KEWR,CYYZ,,,,1,,,,,2.3,,,,,2.3,,,,,2.3,2.3,,,,2.3,2.3,2110.2,,,,,,,
7/23/23,E170-200LR,N724YX,CYYZ,KEWR,,,,1,,,,,2.1,,,,,2.1,,,,,2.1,2.1,,,,2.1,2.1,2112.3,,,,,,,
7/23/23,E170-200LR,N724YX,KEWR,KALB,,,,,,,,,1.9,,,,,1.9,0.7,,,,1.9,1.9,,,,1.9,1.9,2114.2,,,,,,,
7/24/23,E170-200LR,N748YX,KALB,KEWR,,,,1,,,,,0.8,,,,,0.8,,,,,0.8,0.8,,,,0.8,0.8,2115.0,,,,,,,
7/24/23,E170-200LR,N723YX,KEWR,KIAD,,,,,,,,,1.6,,,,,1.6,,,,,1.6,1.6,,,,1.6,1.6,2116.6,,,,,,,
7/24/23,E170-200LR,N723YX,KIAD,KEWR,,,,1,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2118.1,,,,,,,
7/24/23,E170-200LR,N746YX,KEWR,CYUL,,,,,,,,,1.8,,,,,1.8,1.6,,,,1.8,1.8,,,,1.8,1.8,2119.9,,,,,,,
7/26/23,E170-200LR,N103HQ,CYUL,KLGA,,,,1,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2121.4,,,,,,,
7/28/23,E170-200LR,N431YX,KLGA,KIND,,,,,,,,,3.5,,,,,3.5,,,,,3.5,3.5,,,,3.5,3.5,2124.9,,,,,,,
8/4/23,E170-200LR,N408YX,KIND,KJFK,,,,1,,,,,2.2,,,,,2.2,,,,,2.2,2.2,,,,2.2,2.2,2127.1,,,,,,,
8/4/23,E170-200LR,N412YX,KJFK,KBOS,,,,,,,,,1.2,,,,,1.2,,,,,1.2,1.2,,,,1.2,1.2,2128.3,,,,,,,
8/4/23,E170-200LR,N412YX,KBOS,KSDF,,,,1,,,,,2.6,,,,,2.6,,,,,2.6,2.6,,,,2.6,2.6,2130.9,,,,,,,
8/5/23,E170-200LR,N410YX,KBOS,CYHZ,1,,,1,,,,,1.9,,,,,1.9,,,,,1.9,1.9,,,,1.9,1.9,2132.8,,,,,,,
8/5/23,E170-200LR,N410YX,CYHZ,KBOS,,,,,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2134.3,,,,,,,
8/5/23,E170-200LR,N410YX,KBOS,KJFK,,,,1,,,,,1.3,,,,,1.3,,,,,1.3,1.3,,,,1.3,1.3,2135.6,,,,,,,
8/5/23,E170-200LR,N113HQ,KJFK,KRDU,,,,,,,,,1.9,,,,,1.9,,,,,1.9,1.9,,,,1.9,1.9,2137.5,,,,,,,
8/6/23,E170-200LR,N113HQ,KRDU,KPIT,,,,1,,,,,1.3,,,,,1.3,,,,,1.3,1.3,,,,1.3,1.3,2138.8,,,,,,,
8/6/23,E170-200LR,N113HQ,KPIT,KJFK,,,,,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2140.3,,,,,,,
8/6/23,E170-200LR,N438YX,KJFK,KRDU,,,,1,,,,,1.6,,,,,1.6,,,,,1.6,1.6,,,,1.6,1.6,2141.9,,,,,,,
8/7/23,E170-200LR,N438YX,KRDU,KLGA,,,,,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2143.4,,,,,,,
8/7/23,E170-200LR,N431YX,KLGA,KDCA,,,,1,,,,,1.3,,,,,1.3,,,,,1.3,1.3,,,,1.3,1.3,2144.7,,,,,,,
8/7/23,E170-200LR,N128HQ,KDCA,KIND,,,,,,,,,1.9,,,,,1.9,,0.5,,,1.9,1.9,,,,1.9,1.9,2146.6,,,,,,,
8/11/23,E170-200LR,N406YX,KIND,KJFK,,,,1,,,,,2.2,,,,,2.2,,,,,2.2,2.2,,,,2.2,2.2,2148.8,,,,,,,
8/11/23,E170-200LR,N406YX,KJFK,CYYZ,,,,,,,,,1.6,,,,,1.6,,,,,1.6,1.6,,,,1.6,1.6,2150.4,,,,,,,
8/12/23,E170-200LR,N406YX,CYYZ,KLGA,,,,1,,,,,1.4,,,,,1.4,,,,,1.4,1.4,,,,1.4,1.4,2151.8,,,,,,,
8/12/23,E170-200LR,N406YX,KLGA,KTYS,,,,,,,,,1.9,,,,,1.9,,0.7,,,1.9,1.9,,,,1.9,1.9,2153.7,,,,,,,
8/12/23,E170-200LR,N406YX,KTYS,KLGA,,,,1,,,,,2.3,,,,,2.3,,0.5,,,2.3,2.3,,,,2.3,2.3,2156.0,,,,,,,
8/13/23,E170-200LR,N411YX,KLGA,KIAH,,,,,,,,,3.5,,,,,3.5,,,,,3.5,3.5,,,,3.5,3.5,2159.5,,,,,,,
8/13/23,E170-200LR,N411YX,KIAH,KLGA,,,,1,,,,,3.5,,,,,3.5,2,1.3,,,3.5,3.5,,,,3.5,3.5,2163.0,,,,,,,
8/14/23,E170-100SU,N872RW,KLGA,KROA,,,,,,,,,1.6,,,,,1.6,,,,,1.6,1.6,,,,1.6,1.6,2164.6,,,,,,,
8/14/23,E170-100SU,N872RW,KROA,KLGA,,,,1,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2166.1,,,,,,,
8/14/23,E170-200LR,N405YX,KLGA,KIND,,,,,,,,,2.9,,,,,2.9,,,,,2.9,2.9,,,,2.9,2.9,2169.0,,,,,,,
8/16/23,E170-200LR,N751YX,KIND,KEWR,,,,1,,,,,2.1,,,,,2.1,,,,,2.1,2.1,,,,2.1,2.1,2171.1,,,,,,,
8/16/23,E170-200LR,N747YX,KEWR,CYUL,,,,,,,,,1.4,,,,,1.4,0.7,,,,1.4,1.4,,,,1.4,1.4,2172.5,,,,,,,
8/17/23,E170-100SE,N654RW,CYUL,KEWR,,,,1,,,,,1.7,,,,,1.7,,,,,1.7,1.7,,,,1.7,1.7,2174.2,,,,,,,
8/17/23,E170-200LR,N746YX,KEWR,KIND,,,,,,,,,2.5,,,,,2.5,2,,,,2.5,2.5,,,,2.5,2.5,2176.7,,,,,,,
8/19/23,E170-200LR,N753YX,KIND,KORD,,,,,,,,,0.8,,,,,0.8,,,,,0.8,0.8,,,,0.8,0.8,2177.5,,,,,,,
8/20/23,E170-100SE,N653RW,KSAV,KEWR,,,,1,,,,,2.6,,,,,2.6,,0.2,,,2.6,2.6,,,,2.6,2.6,2180.1,,,,,,,
8/20/23,E170-100SE,N639RW,KEWR,KIND,,,,,,,,,2.8,,,,,2.8,,0.5,,,2.8,2.8,,,,2.8,2.8,2182.9,,,,,,,
8/24/23,E170-200LR,N748YX,KEWR,KMDT,,,,1,,,,,1.3,,,,,1.3,1.3,,,,1.3,1.3,,,,1.3,1.3,2184.2,,,,,,,
8/25/23,E170-200LR,N733YX,KMDT,KORD,,,,,,,,,2.1,,,,,2.1,,,,,2.1,2.1,,,,2.1,2.1,2186.3,,,,,,,
8/25/23,E170-200LR,N728YX,KORD,KMDT,,,,,,,,,2,,,,,2,,0.1,,,2,2,,,,2,2,2188.3,,,,,,,
8/25/23,E170-200LR,N728YX,KMDT,KORD,,,,1,,,,,2,,,,,2,,,,,2,2,,,,2,2,2190.3,,,,,,,
8/25/23,E170-200LR,N728YX,KORD,KIND,,,,,,,,,0.9,,,,,0.9,0.9,,,,0.9,0.9,,,,0.9,0.9,2191.2,,,,,,,
8/27/23,E170-200LR,N406YX,KIND,KJFK,,,,,,,,,2.1,,,,,2.1,,,,,2.1,2.1,,,,2.1,2.1,2193.3,,,,,,,
8/27/23,E170-200LR,N412YX,KJFK,KRDU,,,,1,,,,,1.8,,,,,1.8,,,,,1.8,1.8,,,,1.8,1.8,2195.1,,,,,,,
8/27/23,E170-200LR,N412YX,KRDU,KJFK,,,,,,,,,2.4,,,,,2.4,2.4,,,,2.4,2.4,,,,2.4,2.4,2197.5,,,,,,,
8/28/23,E170-200LR,N403YX,KJFK,KCVG,,,,1,,,,,2.5,,,,,2.5,,0.1,,,2.5,2.5,,,,2.5,2.5,2200.0,,,,,,,
8/28/23,E170-200LR,N403YX,KCVG,KJFK,,,,,,,,,2.1,,,,,2.1,,,,,2.1,2.1,,,,2.1,2.1,2202.1,,,,,,,
8/28/23,E170-200LR,N403YX,KJFK,KIND,,,,1,,,,,2.8,,,,,2.8,2.6,,,,2.8,2.8,,,,2.8,2.8,2204.9,,,,,,,
8/30/23,E170-200LR,N437YX,KIND,KJFK,,,,1,,,,,2.4,,,,,2.4,,,,,2.4,2.4,,,,2.4,2.4,2207.3,,,,,,,
8/30/23,E170-200LR,N437YX,KJFK,KIND,,,,,,,,,2.3,,,,,2.3,,,,,2.3,2.3,,,,2.3,2.3,2209.6,,,,,,,
8/30/23,E170-200LR,N437YX,KIND,KLGA,,,,1,,,,,2.6,,,,,2.6,1.6,,,,2.6,2.6,,,,2.6,2.6,2212.2,,,,,,,
8/31/23,E170-200LR,N427YX,KLGA,KMSP,,,,,,,,,3.2,,,,,3.2,,,,,3.2,3.2,,,,3.2,3.2,2215.4,,,,,,,
8/31/23,E170-200LR,N427YX,KMSP,KLGA,,,,1,,,,,2.8,,,,,2.8,,,,,2.8,2.8,,,,2.8,2.8,2218.2,,,,,,,
8/31/23,E170-100SU,N871RW,KLGA,CYUL,,,,,,,,,1.3,,,,,1.3,1.3,,,,1.3,1.3,,,,1.3,1.3,2219.5,,,,,,,
9/1/23,E170-100SU,N872RW,CYUL,KLGA,,,,,,,,,1.4,,,,,1.4,,,,,1.4,1.4,,,,1.4,1.4,2220.9,,,,,,,
9/1/23,E170-100SU,N867RW,KLGA,CYUL,,,,,,,,,1.3,,,,,1.3,1.3,,,,1.3,1.3,,,,1.3,1.3,2222.2,,,,,,,
9/2/23,E170-200LR,N412YX,KPHL,KIND,,,,,,,,,1.8,,,,,1.8,,,,,1.8,1.8,,,,1.8,1.8,2224.0,,,,,,,
9/4/23,E170-200LR,N753YX,KSDF,KEWR,,,,1,,,,,2,,,,,2,1,,,,2,2,,,,2,2,2226.0,,,,,,,
9/4/23,E170-200LR,N726YX,KEWR,KSDF,,,,,,,,,1.9,,,,,1.9,,,,,1.9,1.9,,,,1.9,1.9,2227.9,,,,,,,
9/6/23,E170-200LR,N729YX,KIND,KORD,,,,,,,,,1.2,,,,,1.2,,,,,1.2,1.2,,,,1.2,1.2,2229.1,,,,,,,
9/6/23,E170-200LR,N729YX,KORD,KPIT,,,,,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2230.6,,,,,,,
9/6/23,E170-200LR,N729YX,KPIT,KORD,,,,1,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2232.1,,,,,,,
9/6/23,E170-100SU,N864RW,KORD,KIND,,,,1,,,,,1.2,,,,,1.2,,,,,1.2,1.2,,,,1.2,1.2,2233.3,,,,,,,
9/9/23,E170-200LR,N427YX,KIND,KBOS,,,,,,,,,2.3,,,,,2.3,,,,,2.3,2.3,,,,2.3,2.3,2235.6,,,,,,,
9/10/23,E170-200LR,N427YX,KBOS,KGSP,,,,1,,,,,3,,,,,3,,,,,3,3,,,,3,3,2238.6,,,,,,,
9/11/23,E170-200LR,N132HQ,KGSP,KLGA,,,,,,,,,1.9,,,,,1.9,,,,,1.9,1.9,,,,1.9,1.9,2240.5,,,,,,,
9/11/23,E170-100SU,N871RW,KLGA,KOMA,,,,1,,,,,3.3,,,,,3.3,,,,,3.3,3.3,,,,3.3,3.3,2243.8,,,,,,,
9/12/23,E170-200LR,N401YX,KOMA,KLGA,,,,,,,,,2.7,,,,,2.7,,,,,2.7,2.7,,,,2.7,2.7,2246.5,,,,,,,
9/12/23,E170-200LR,N401YX,KLGA,KIND,,,,1,,,,,2.2,,,,,2.2,0.5,,,,2.2,2.2,,,,2.2,2.2,2248.7,,,,,,,
9/15/23,E170-200LR,N402YX,KIND,KJFK,,,,1,,,,,2.2,,,,,2.2,,,,,2.2,2.2,,,,2.2,2.2,2250.9,,,,,,,
9/15/23,E170-200LR,N402YX,KJFK,KJFK,,,,,,,,,0.5,,,,,0.5,,,,,0.5,0.5,,,,0.5,0.5,2251.4,,,,,,,
9/15/23,E170-200LR,N402YX,KJFK,KRDU,,,,,,,,,2,,,,,2,2,,,,2,2,,,,2,2,2253.4,,,,,,,
9/15/23,E170-200LR,N402YX,KRDU,KJFK,,,,,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,,,,1.5,1.5,2254.9,,,,,,,
9/16/23,E170-200LR,N123HQ,KJFK,KORH,,,,,,,,,1.1,,,,,1.1,,,,,1.1,1.1,,,,1.1,1.1,2256.0,,,,,,,
9/16/23,E170-200LR,N123HQ,KORH,KJFK,,,,1,,,,,0.9,,,,,0.9,,,,,0.9,0.9,,,,0.9,0.9,2256.9,,,,,,,
9/16/23,E170-200LR,N123HQ,KJFK,KDCA,,,,,,,,,1.2,,,,,1.2,,,,,1.2,1.2,,,,1.2,1.2,2258.1,,,,,,,
9/16/23,E170-200LR,N411YX,KDCA,KILM,,,,1,,,,,1.2,,,,,1.2,,,,,1.2,1.2,,,,1.2,1.2,2259.3,,,,,,,
9/17/23,E170-200LR,N407YX,KILM,KDCA,,,,1,,,,,1.7,,,,,1.7,,,,,1.7,1.7,,,,1.7,1.7,2261.0,,,,,,,
9/17/23,E170-200LR,N134HQ,KDCA,KIND,,,,,,,,,1.6,,,,,1.6,,,,,1.6,1.6,,,,1.6,1.6,2262.6,,,,,,,
9/27/23,E170-200LR,N214JQ,KIND,KBOS,,,,1,,,,,2.5,,,,,2.5,,0.2,,,2.5,2.5,,,,2.5,2.5,2265.1,,,,,,,
9/27/23,E170-200LR,N235JQ,KBOS,KMKE,,,,1,,,,,2.7,,,,,2.7,,0.5,,,2.7,2.7,,,,2.7,2.7,2267.8,,,,,,,
9/27/23,E170-200LR,N235JQ,KMKE,KBOS,,,,,,,,,2.4,,,,,2.4,1.9,0.3,,,2.4,2.4,,,,2.4,2.4,2270.2,,,,,,,
9/28/23,E170-200LR,N228JQ,KBOS,KLGA,,,,1,,,,,1.3,,,,,1.3,,0.1,,,1.3,1.3,,,,1.3,1.3,2271.5,,,,,,,
9/28/23,E170-200LR,N244JQ,KLGA,KMKE,,,,1,,,,,2.4,,,,,2.4,,0.1,,,2.4,2.4,,,,2.4,2.4,2273.9,,,,,,,
9/28/23,E170-200LR,N244JQ,KMKE,KLGA,,,,1,,,,,2.3,,,,,2.3,,0.2,,,2.3,2.3,,,,2.3,2.3,2276.2,,,,,,,
9/28/23,E170-200LR,N244JQ,KLGA,KBOS,,,,,,,,,1.6,,,,,1.6,1.6,,,,1.6,1.6,,,,1.6,1.6,2277.8,,,,,,,
9/29/23,E170-100SU,N875RW,KBOS,KCMH,,,,1,,,,,2.1,,,,,2.1,,,,,2.1,2.1,,,,2.1,2.1,2279.9,,,,,,,
9/29/23,E170-100SU,N875RW,KCMH,KBOS,,,,1,,,,,2.7,,,,,2.7,,0.3,,,2.7,2.7,,,,2.7,2.7,2282.6,,,,,,,
9/29/23,E170-200LR,N226JQ,KBOS,KLGA,,,,,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2284.1,,,,,,,
9/30/23,E170-200LR,N215JQ,KLGA,KSDF,,,,1,,,,,2,,,,,2,,,,,2,2,,,,2,2,2286.1,,,,,,,
9/30/23,E170-200LR,N215JQ,KSDF,KLGA,,,,1,,,,,2.1,,,,,2.1,,,,,2.1,2.1,,,,2.1,2.1,2288.2,,,,,,,
9/30/23,E170-100SU,N823RW,KLGA,KSYR,,,,,,,,,1.2,,,,,1.2,,,,,1.2,1.2,,,,1.2,1.2,2289.4,,,,,,,
10/1/23,E170-100SU,N823RW,KSYR,KLGA,,,,1,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2290.9,,,,,,,
10/1/23,E170-200LR,N227JQ,KLGA,KBOS,,,,1,,,,,2.2,,,,,2.2,,,,,2.2,2.2,,,,2.2,2.2,2293.1,,,,,,,
10/1/23,E170-200LR,N220JQ,KBOS,KIND,,,,,,,,,2.4,,,,,2.4,2.4,,,,2.4,2.4,,,,2.4,2.4,2295.5,,,,,,,
10/4/23,E170-100SU,N647RW,KORD,KIND,,,,1,,,,,1,,,,,1,,,,,1,1,,,,1,1,2296.5,,,,,,,
10/4/23,E170-200LR,N746YX,KIND,KORD,,,,,,,,,0.8,,,,,0.8,,,,,0.8,0.8,,,,0.8,0.8,2297.3,,,,,,,
10/7/23,E170-200LR,N112HQ,KIND,KPHL,,,,,,,,,1.8,,,,,1.8,,,,,1.8,1.8,,,,1.8,1.8,2299.1,,,,,,,
10/7/23,E170-200LR,N122HQ,KPHL,KMEM,,,,1,,,,,2.6,,,,,2.6,,,,,2.6,2.6,,,,2.6,2.6,2301.7,,,,,,,
10/8/23,E170-200LR,N441YX,KMEM,KDCA,,,,,,,,,2,,,,,2,,,,,2,2,,,,2,2,2303.7,,,,,,,
10/8/23,E170-200LR,N441YX,KDCA,KRDU,,,,1,,,,,1.2,,,,,1.2,,,,,1.2,1.2,,,,1.2,1.2,2304.9,,,,,,,
10/9/23,E170-200LR,N430YX,KRDU,KJFK,,,,,,,,,1.6,,,,,1.6,1.1,,,,1.6,1.6,,,,1.6,1.6,2306.5,,,,,,,
10/9/23,E170-200LR,N430YX,KJFK,KCVG,,,,1,,,,,2.2,,,,,2.2,,,,,2.2,2.2,,,,2.2,2.2,2308.7,,,,,,,
10/9/23,E170-200LR,N430YX,KCVG,KJFK,,,,,,,,,2,,,,,2,,,,,2,2,,,,2,2,2310.7,,,,,,,
10/10/23,E170-200LR,N437YX,KJFK,KRDU,,,,1,,,,,1.6,,,,,1.6,1.1,,,,1.6,1.6,,,,1.6,1.6,2312.3,,,,,,,
10/10/23,E170-200LR,N437YX,KRDU,KBNA,,,,,,,,,1.8,,,,,1.8,,,,,1.8,1.8,,,,1.8,1.8,2314.1,,,,,,,
10/10/23,E170-200LR,N437YX,KBNA,KJFK,,,,1,,,,,2.7,,,,,2.7,,,,,2.7,2.7,,,,2.7,2.7,2316.8,,,,,,,
10/11/23,E170-200LR,N113HQ,KJFK,CYYZ,,,,,,,,,1.7,,,,,1.7,,,,,1.7,1.7,,,,1.7,1.7,2318.5,,,,,,,
10/11/23,E170-200LR,N113HQ,CYYZ,KJFK,,,,1,,,,,1.4,,,,,1.4,,,,,1.4,1.4,,,,1.4,1.4,2319.9,,,,,,,
10/11/23,E170-200LR,N421YX,KJFK,KIND,,,,,,,,,2.1,,,,,2.1,,,,,2.1,2.1,,,,2.1,2.1,2322.0,,,,,,,
10/13/23,E170-200LR,N423YX,KIND,KDCA,,,,1,,,,,1.4,,,,,1.4,,,,,1.4,1.4,,,,1.4,1.4,2323.4,,,,,,,
10/13/23,E170-200LR,N122HQ,KDCA,KAVL,,,,1,,,,,2.2,,,,,2.2,,,,,2.2,2.2,,,,2.2,2.2,2325.6,,,,,,,
10/13/23,E170-200LR,N122HQ,KAVL,KDCA,,,,,,,,,1.5,,,,,1.5,,,,,1.5,1.5,,,,1.5,1.5,2327.1,,,,,,,
10/13/23,E170-200LR,N417YX,KDCA,KIND,,,,,,,,,1.7,,,,,1.7,1.5,,,,1.7,1.7,,,,1.7,1.7,2328.8,,,,,,,
10/14/23,E170-200LR,N417YX,KIND,KJFK,,,,,,,,,2.1,,,,,2.1,,,,,2.1,2.1,,,,2.1,2.1,2330.9,,,,,,,
10/15/23,E170-200LR,N436YX,KJFK,KRDU,,,,,,,,,1.6,,,,,1.6,0.2,,,,1.6,1.6,,,,1.6,1.6,2332.5,,,,,,,
10/15/23,E170-200LR,N436YX,KRDU,KBNA,,,,1,,,,,1.8,,,,,1.8,,,,,1.8,1.8,,,,1.8,1.8,2334.3,,,,,,,
10/15/23,E170-200LR,N436YX,KBNA,KJFK,,,,,,,,,2.3,,,,,2.3,,,,,2.3,2.3,,,,2.3,2.3,2336.6,,,,,,,
10/16/23,E170-200LR,N433YX,KDCA,KSTL,,,,,,,,,2.2,,,,,2.2,0.3,,,,2.2,2.2,,,,2.2,2.2,2338.8,,,,,,,
10/16/23,E170-200LR,N433YX,KSTL,KDCA,,,,1,,,,,2.1,,,,,2.1,,,,,2.1,2.1,,,,2.1,2.1,2340.9,,,,,,,
